key,dialogue_id,turn_index,speaker_role,raw_target,target,slot_types,spoken_digit_tags,is_digit_focus
utt_015453,dlg_02223,2,controller,4018着陆条件抄收 本场场压733.9 跑道02右 能见度12公里 云量5个 30度6-8米,4018着陆条件抄收 本场场压733.9 跑道02右 能见度12公里 云量5个 30度6-8米,callsign|qnh|runway|weather,,1
utt_015454,dlg_02223,3,pilot,4018明白 场压733.9 跑道02右,4018明白 场压733.9 跑道02右,callsign|qnh|runway,,1
utt_015455,dlg_02223,4,pilot,4018请求下降高度,4018请求下降高度,callsign|height,,1
utt_015456,dlg_02223,5,controller,啊4018可以下降到标高1800报,啊4018可以下降到标高1800报,callsign|height,,1
utt_015457,dlg_02223,6,pilot,啊4018下降到标高1800报,啊4018下降到标高1800报,callsign|height,,1
utt_015458,dlg_02224,1,pilot,0017请求着陆条件,0017请求着陆条件,callsign,,1
utt_015459,dlg_02224,2,controller,0017着陆条件抄收 本场场压317 跑道17号 能见度12公里 云底1800 50度5米每秒,0017着陆条件抄收 本场场压317 跑道17号 能见度12公里 云底1800 50度5米每秒,callsign|qnh|runway|wind|weather,,1
utt_015460,dlg_02224,3,pilot,0017明白 场压317 跑道17号,0017明白 场压317 跑道17号,callsign|qnh|runway,,1
utt_015461,dlg_02224,4,pilot,啊0017请求下降高度,啊0017请求下降高度,callsign|height,,1
utt_015462,dlg_02224,5,controller,0017可以下降到标高9000报,0017可以下降到标高9000报,callsign|height,,1
utt_015463,dlg_02224,6,pilot,0017下降到标高9000报,0017下降到标高9000报,callsign|height,,1
utt_015464,dlg_02225,1,pilot,301发动机故障 请求紧急下降优先着陆,301发动机故障 请求紧急下降优先着陆,callsign|height,,1
utt_015465,dlg_02225,2,controller,301收到 保持航向270 下降高度3600,301收到 保持航向270 下降高度3600,callsign|height,,1
utt_015466,dlg_02225,3,pilot,啊301保持航向270 下降高度3600,啊301保持航向270 下降高度3600,callsign|height,,1
utt_015467,dlg_02225,4,controller,呃301检查速度 起落架放好报,呃301检查速度 起落架放好报,callsign,,1
utt_015468,dlg_02225,5,pilot,301起落架放好 请求着陆,301起落架放好 请求着陆,callsign,,1
utt_015469,dlg_02225,6,controller,301可以着陆 地面静风,301可以着陆 地面静风,callsign|wind,,1
utt_015470,dlg_02226,1,pilot,6103发动机故障 请求紧急下降优先着陆,6103发动机故障 请求紧急下降优先着陆,callsign|height,,1
utt_015471,dlg_02226,2,controller,6103收到 保持航向090 下降高度2700,6103收到 保持航向090 下降高度2700,callsign|height,,1
utt_015472,dlg_02226,3,pilot,6103保持航向090 下降高度2700,6103保持航向090 下降高度2700,callsign|height,,1
utt_015473,dlg_02226,4,controller,6103检查速度 起落架放好报,6103检查速度 起落架放好报,callsign,,1
utt_015474,dlg_02226,5,pilot,6103起落架放好 请求着陆,6103起落架放好 请求着陆,callsign,,1
utt_015475,dlg_02226,6,controller,6103可以着陆 地面静风,6103可以着陆 地面静风,callsign|wind,,1
utt_015476,dlg_02227,1,pilot,301请求着陆条件,301请求着陆条件,callsign,,1
utt_015477,dlg_02227,2,controller,301着陆条件抄收 本场场压733.2 跑道17号 能见度大于10公里 云高128米 317度5米每秒,301着陆条件抄收 本场场压733.2 跑道17号 能见度大于10公里 云高128米 317度5米每秒,callsign|height|qnh|runway|wind|weather,,1
utt_015478,dlg_02227,3,pilot,301明白 场压733.2 跑道17号,301明白 场压733.2 跑道17号,callsign|qnh|runway,,1
utt_015479,dlg_02227,4,pilot,好的301请求下降高度,好的301请求下降高度,callsign|height,,1
utt_015480,dlg_02227,5,controller,301可以下降到标高1800报,301可以下降到标高1800报,callsign|height,,1
utt_015481,dlg_02227,6,pilot,301下降到标高1800报,301下降到标高1800报,callsign|height,,1
utt_015482,dlg_02228,1,controller,好的0017跑道入侵复飞,好的0017跑道入侵复飞,callsign|runway,,1
utt_015483,dlg_02228,2,pilot,0017复飞,0017复飞,callsign,,1
utt_015484,dlg_02228,3,controller,0017左转建立左航线 保持场高900,0017左转建立左航线 保持场高900,callsign|height,,1
utt_015485,dlg_02228,4,pilot,0017左转建立左航线 保持场高900,0017左转建立左航线 保持场高900,callsign|height,,1
utt_015486,dlg_02228,5,controller,啊0017远台侧方报,啊0017远台侧方报,callsign,,1
utt_015487,dlg_02228,6,pilot,0017远台侧方报,0017远台侧方报,callsign,,1
utt_015488,dlg_02229,1,controller,4151跑道入侵复飞,4151跑道入侵复飞,callsign|runway,,1
utt_015489,dlg_02229,2,pilot,4151复飞,4151复飞,callsign,,1
utt_015490,dlg_02229,3,controller,4151左转建立左航线 保持场高317,4151左转建立左航线 保持场高317,callsign|height|qnh,,1
utt_015491,dlg_02229,4,pilot,4151左转建立左航线 保持场高317,4151左转建立左航线 保持场高317,callsign|height|qnh,,1
utt_015492,dlg_02229,5,controller,4151一转弯报,4151一转弯报,callsign,,1
utt_015493,dlg_02229,6,pilot,4151一转弯报,4151一转弯报,callsign,,1
utt_015494,dlg_02230,1,pilot,302请求进跑道,302请求进跑道,callsign|runway,,1
utt_015495,dlg_02230,2,controller,302检查好可以进跑道 跑道17号,302检查好可以进跑道 跑道17号,callsign|runway,,1
utt_015496,dlg_02230,3,pilot,302进跑道 跑道17号,302进跑道 跑道17号,callsign|runway,,1
utt_015497,dlg_02230,4,pilot,302请求起飞,302请求起飞,callsign,,1
utt_015498,dlg_02230,5,controller,呃302检查好可以起飞 东风3-5米,呃302检查好可以起飞 东风3-5米,callsign|wind,,1
utt_015499,dlg_02230,6,pilot,302明白 可以起飞,302明白 可以起飞,callsign,,1
utt_015500,dlg_02230,7,controller,302起飞后保持场高24报,302起飞后保持场高24报,callsign|height,,1
utt_015501,dlg_02230,8,pilot,302保持场高24报,302保持场高24报,callsign|height,,1
utt_015502,dlg_02231,1,pilot,301发动机故障 请求紧急下降优先着陆,301发动机故障 请求紧急下降优先着陆,callsign|height,,1
utt_015503,dlg_02231,2,controller,301收到 保持航向285 下降高度9000,301收到 保持航向285 下降高度9000,callsign|height,,1
utt_015504,dlg_02231,3,pilot,301保持航向285 下降高度9000,301保持航向285 下降高度9000,callsign|height,,1
utt_015505,dlg_02231,4,controller,301检查速度 起落架放好报,301检查速度 起落架放好报,callsign,,1
utt_015506,dlg_02231,5,pilot,301起落架放好 请求着陆,301起落架放好 请求着陆,callsign,,1
utt_015507,dlg_02231,6,controller,301可以着陆 地面静风,301可以着陆 地面静风,callsign|wind,,1
utt_015508,dlg_02232,1,pilot,6103起落架放好请求着陆,6103起落架放好请求着陆,callsign,,1
utt_015509,dlg_02232,2,controller,好的6103检查好起落架可以着陆 30度5米每秒,好的6103检查好起落架可以着陆 30度5米每秒,callsign|wind,,1
utt_015510,dlg_02232,3,pilot,6103明白,6103明白,callsign,,1
utt_015511,dlg_02232,4,controller,6103一直向前滑 注意减速,6103一直向前滑 注意减速,callsign,,1
utt_015512,dlg_02232,5,pilot,61032号道脱离,61032号道脱离,callsign,,1
utt_015513,dlg_02232,6,controller,6103可以脱离 注意地面引导,6103可以脱离 注意地面引导,callsign,,1
utt_015514,dlg_02232,7,pilot,6103看到地面指挥请求脱波,6103看到地面指挥请求脱波,callsign,,1
utt_015515,dlg_02232,8,controller,6103可以脱波再见,6103可以脱波再见,callsign,,1
utt_015516,dlg_02233,1,pilot,进近4151叫,进近4151叫,callsign,,1
utt_015517,dlg_02233,2,controller,4151进近收到声音好,4151进近收到声音好,callsign,,1
utt_015518,dlg_02233,3,pilot,4151请求开车,4151请求开车,callsign,,1
utt_015519,dlg_02233,4,controller,4151检查好可以开车 场压317 应答机3107,4151检查好可以开车 场压317 应答机3107,callsign|qnh|runway,,1
utt_015520,dlg_02233,5,pilot,4151明白 场压317 应答机3107,4151明白 场压317 应答机3107,callsign|qnh|runway,,1
utt_015521,dlg_02233,6,pilot,4151请求滑出,4151请求滑出,callsign,,1
utt_015522,dlg_02233,7,controller,4151可以滑出 滑行注意观察,4151可以滑出 滑行注意观察,callsign,,1
utt_015523,dlg_02233,8,pilot,4151明白,4151明白,callsign,,1
utt_015524,dlg_02234,1,pilot,7816起落架放好请求着陆,7816起落架放好请求着陆,callsign,,1
utt_015525,dlg_02234,2,controller,啊7816检查好起落架可以着陆 30度2-6米每秒,啊7816检查好起落架可以着陆 30度2-6米每秒,callsign|wind,,1
utt_015526,dlg_02234,3,pilot,7816明白,7816明白,callsign,,1
utt_015527,dlg_02234,4,controller,7816一直向前滑 注意减速,7816一直向前滑 注意减速,callsign,,1
utt_015528,dlg_02234,5,pilot,78164号道脱离,78164号道脱离,callsign,,1
utt_015529,dlg_02234,6,controller,7816可以脱离 注意地面引导,7816可以脱离 注意地面引导,callsign,,1
utt_015530,dlg_02234,7,pilot,好的7816看到地面指挥请求脱波,好的7816看到地面指挥请求脱波,callsign,,1
utt_015531,dlg_02234,8,controller,7816可以脱波再见,7816可以脱波再见,callsign,,1
utt_015532,dlg_02235,1,pilot,303二转弯,303二转弯,callsign,,1
utt_015533,dlg_02235,2,controller,303二转弯报 收到,303二转弯报 收到,callsign,,1
utt_015534,dlg_02235,3,controller,303继续下降高度,303继续下降高度,callsign|height,,1
utt_015535,dlg_02235,4,pilot,303继续下降高度,303继续下降高度,callsign|height,,1
utt_015536,dlg_02235,5,controller,303起落架放好四转弯报,303起落架放好四转弯报,callsign,,1
utt_015537,dlg_02235,6,pilot,303明白 四转弯报,303明白 四转弯报,callsign,,1
utt_015538,dlg_02236,1,pilot,啊塔台301叫,啊塔台301叫,callsign,,1
utt_015539,dlg_02236,2,controller,好的301塔台收到声音好,好的301塔台收到声音好,callsign,,1
utt_015540,dlg_02236,3,pilot,301请求开车,301请求开车,callsign,,1
utt_015541,dlg_02236,4,controller,301检查好可以开车 场压756 应答机3124,301检查好可以开车 场压756 应答机3124,callsign|qnh,,1
utt_015542,dlg_02236,5,pilot,好的301明白 场压756 应答机3124,好的301明白 场压756 应答机3124,callsign|qnh,,1
utt_015543,dlg_02236,6,pilot,301请求滑出,301请求滑出,callsign,,1
utt_015544,dlg_02236,7,controller,301可以滑出 滑行注意观察,301可以滑出 滑行注意观察,callsign,,1
utt_015545,dlg_02236,8,pilot,301明白,301明白,callsign,,1
utt_015546,dlg_02237,1,controller,啊3201跑道入侵复飞,啊3201跑道入侵复飞,callsign|runway,,1
utt_015547,dlg_02237,2,pilot,3201复飞,3201复飞,callsign,,1
utt_015548,dlg_02237,3,controller,3201左转建立左航线 保持场高700,3201左转建立左航线 保持场高700,callsign|height,,1
utt_015549,dlg_02237,4,pilot,3201左转建立左航线 保持场高700,3201左转建立左航线 保持场高700,callsign|height,,1
utt_015550,dlg_02237,5,controller,3201三转弯报,3201三转弯报,callsign,,1
utt_015551,dlg_02237,6,pilot,3201三转弯报,3201三转弯报,callsign,,1
utt_015552,dlg_02238,1,pilot,302三转弯,302三转弯,callsign,,1
utt_015553,dlg_02238,2,controller,302三转弯报 收到,302三转弯报 收到,callsign,,1
utt_015554,dlg_02238,3,controller,302继续下降高度,302继续下降高度,callsign|height,,1
utt_015555,dlg_02238,4,pilot,302继续下降高度,302继续下降高度,callsign|height,,1
utt_015556,dlg_02238,5,controller,呃302起落架放好远台侧方报,呃302起落架放好远台侧方报,callsign,,1
utt_015557,dlg_02238,6,pilot,302明白 远台侧方报,302明白 远台侧方报,callsign,,1
utt_015558,dlg_02239,1,pilot,8723请求着陆条件,8723请求着陆条件,callsign,,1
utt_015559,dlg_02239,2,controller,8723着陆条件抄收 本场场压733.2 跑道02左 能见度大于2公里 云高128米 90度6-8米,8723着陆条件抄收 本场场压733.2 跑道02左 能见度大于2公里 云高128米 90度6-8米,callsign|height|qnh|runway|weather,,1
utt_015560,dlg_02239,3,pilot,8723明白 场压733.2 跑道02左,8723明白 场压733.2 跑道02左,callsign|qnh|runway,,1
utt_015561,dlg_02239,4,pilot,8723请求下降高度,8723请求下降高度,callsign|height,,1
utt_015562,dlg_02239,5,controller,好的8723可以下降到标高2100报,好的8723可以下降到标高2100报,callsign|height,,1
utt_015563,dlg_02239,6,pilot,8723下降到标高2100报,8723下降到标高2100报,callsign|height,,1
utt_015564,dlg_02240,1,pilot,0017一转弯,0017一转弯,callsign,,1
utt_015565,dlg_02240,2,controller,0017一转弯报 收到,0017一转弯报 收到,callsign,,1
utt_015566,dlg_02240,3,controller,0017继续下降高度,0017继续下降高度,callsign|height,,1
utt_015567,dlg_02240,4,pilot,呃0017继续下降高度,呃0017继续下降高度,callsign|height,,1
utt_015568,dlg_02240,5,controller,呃0017起落架放好四转弯报,呃0017起落架放好四转弯报,callsign,,1
utt_015569,dlg_02240,6,pilot,啊0017明白 四转弯报,啊0017明白 四转弯报,callsign,,1
utt_015570,dlg_02241,1,pilot,0017发动机故障 请求紧急下降优先着陆,0017发动机故障 请求紧急下降优先着陆,callsign|height,,1
utt_015571,dlg_02241,2,controller,0017收到 保持航向195 下降高度7200,0017收到 保持航向195 下降高度7200,callsign|height,,1
utt_015572,dlg_02241,3,pilot,0017保持航向195 下降高度7200,0017保持航向195 下降高度7200,callsign|height,,1
utt_015573,dlg_02241,4,controller,0017检查速度 起落架放好报,0017检查速度 起落架放好报,callsign,,1
utt_015574,dlg_02241,5,pilot,0017起落架放好 请求着陆,0017起落架放好 请求着陆,callsign,,1
utt_015575,dlg_02241,6,controller,0017可以着陆 地面静风,0017可以着陆 地面静风,callsign|wind,,1
utt_015576,dlg_02242,1,pilot,303请求着陆条件,303请求着陆条件,callsign,,1
utt_015577,dlg_02242,2,controller,303着陆条件抄收 本场场压733.9 跑道02右 能见度大于10公里 云量5个 90度3-5米,303着陆条件抄收 本场场压733.9 跑道02右 能见度大于10公里 云量5个 90度3-5米,callsign|qnh|runway|weather,,1
utt_015578,dlg_02242,3,pilot,303明白 场压733.9 跑道02右,303明白 场压733.9 跑道02右,callsign|qnh|runway,,1
utt_015579,dlg_02242,4,pilot,啊303请求下降高度,啊303请求下降高度,callsign|height,,1
utt_015580,dlg_02242,5,controller,303可以下降到标高900报,303可以下降到标高900报,callsign|height,,1
utt_015581,dlg_02242,6,pilot,303下降到标高900报,303下降到标高900报,callsign|height,,1
utt_015582,dlg_02243,1,pilot,5207起落架放好请求着陆,5207起落架放好请求着陆,callsign|runway,,1
utt_015583,dlg_02243,2,controller,好的5207检查好起落架可以着陆 50度6-8米,好的5207检查好起落架可以着陆 50度6-8米,callsign|runway,,1
utt_015584,dlg_02243,3,pilot,5207明白,5207明白,callsign|runway,,1
utt_015585,dlg_02243,4,controller,5207一直向前滑 注意减速,5207一直向前滑 注意减速,callsign|runway,,1
utt_015586,dlg_02243,5,pilot,52075号道脱离,52075号道脱离,callsign|runway,,1
utt_015587,dlg_02243,6,controller,5207可以脱离 注意地面引导,5207可以脱离 注意地面引导,callsign|runway,,1
utt_015588,dlg_02243,7,pilot,5207看到地面指挥请求脱波,5207看到地面指挥请求脱波,callsign|runway,,1
utt_015589,dlg_02243,8,controller,5207可以脱波再见,5207可以脱波再见,callsign|runway,,1
utt_015590,dlg_02244,1,controller,啊8723上标准气压700 联系渭南频率119.9,啊8723上标准气压700 联系渭南频率119.9,callsign|frequency,,1
utt_015591,dlg_02244,2,pilot,8723上标准气压700 联系频率119.9,8723上标准气压700 联系频率119.9,callsign|frequency,,1
utt_015592,dlg_02244,3,pilot,渭南8723叫,渭南8723叫,callsign,,1
utt_015593,dlg_02244,4,controller,8723渭南回答 工作情况,8723渭南回答 工作情况,callsign,,1
utt_015594,dlg_02244,5,pilot,8723标高700 工作正常 预计进入时刻1050,8723标高700 工作正常 预计进入时刻1050,callsign|height,,1
utt_015595,dlg_02244,6,controller,8723保持标高700 飞越ZM导航台报,8723保持标高700 飞越ZM导航台报,callsign|height,,1
utt_015596,dlg_02244,7,pilot,8723明白 飞越ZM导航台报,8723明白 飞越ZM导航台报,callsign,,1
utt_015597,dlg_02245,1,controller,5207跑道入侵复飞,5207跑道入侵复飞,callsign|runway,,1
utt_015598,dlg_02245,2,pilot,5207复飞,5207复飞,callsign|runway,,1
utt_015599,dlg_02245,3,controller,好的5207左转建立左航线 保持场高15,好的5207左转建立左航线 保持场高15,callsign|height|runway,,1
utt_015600,dlg_02245,4,pilot,5207左转建立左航线 保持场高15,5207左转建立左航线 保持场高15,callsign|height|runway,,1
utt_015601,dlg_02245,5,controller,5207过台报,5207过台报,callsign|runway,,1
utt_015602,dlg_02245,6,pilot,5207过台报,5207过台报,callsign|runway,,1
utt_015603,dlg_02246,1,pilot,呃4017请求进跑道,呃4017请求进跑道,callsign|runway,,1
utt_015604,dlg_02246,2,controller,4017检查好可以进跑道 跑道07,4017检查好可以进跑道 跑道07,callsign|runway,,1
utt_015605,dlg_02246,3,pilot,4017进跑道 跑道07,4017进跑道 跑道07,callsign|runway,,1
utt_015606,dlg_02246,4,pilot,4017请求起飞,4017请求起飞,callsign,,1
utt_015607,dlg_02246,5,controller,4017检查好可以起飞 317度3-5米,4017检查好可以起飞 317度3-5米,callsign|qnh,,1
utt_015608,dlg_02246,6,pilot,4017明白 可以起飞,4017明白 可以起飞,callsign,,1
utt_015609,dlg_02246,7,controller,啊4017起飞后保持场高12报,啊4017起飞后保持场高12报,callsign|height,,1
utt_015610,dlg_02246,8,pilot,4017保持场高12报,4017保持场高12报,callsign|height,,1
utt_015611,dlg_02247,1,pilot,8723起落架放好请求着陆,8723起落架放好请求着陆,callsign,,1
utt_015612,dlg_02247,2,controller,8723检查好起落架可以着陆 50度6-8米,8723检查好起落架可以着陆 50度6-8米,callsign,,1
utt_015613,dlg_02247,3,pilot,8723明白,8723明白,callsign,,1
utt_015614,dlg_02247,4,controller,8723一直向前滑 注意减速,8723一直向前滑 注意减速,callsign,,1
utt_015615,dlg_02247,5,pilot,87234号道脱离,87234号道脱离,callsign,,1
utt_015616,dlg_02247,6,controller,8723可以脱离 注意地面引导,8723可以脱离 注意地面引导,callsign,,1
utt_015617,dlg_02247,7,pilot,8723看到地面指挥请求脱波,8723看到地面指挥请求脱波,callsign,,1
utt_015618,dlg_02247,8,controller,8723可以脱波再见,8723可以脱波再见,callsign,,1
utt_015619,dlg_02248,1,pilot,6103起落架放好请求着陆,6103起落架放好请求着陆,callsign,,1
utt_015620,dlg_02248,2,controller,6103检查好起落架可以着陆 北风6-8米,6103检查好起落架可以着陆 北风6-8米,callsign|wind,,1
utt_015621,dlg_02248,3,pilot,6103明白,6103明白,callsign,,1
utt_015622,dlg_02248,4,controller,啊6103一直向前滑 注意减速,啊6103一直向前滑 注意减速,callsign,,1
utt_015623,dlg_02248,5,pilot,好的61034号道脱离,好的61034号道脱离,callsign,,1
utt_015624,dlg_02248,6,controller,6103可以脱离 注意地面引导,6103可以脱离 注意地面引导,callsign,,1
utt_015625,dlg_02248,7,pilot,6103看到地面指挥请求脱波,6103看到地面指挥请求脱波,callsign,,1
utt_015626,dlg_02248,8,controller,6103可以脱波再见,6103可以脱波再见,callsign,,1
utt_015627,dlg_02249,1,pilot,5207请求进跑道,5207请求进跑道,callsign|runway,,1
utt_015628,dlg_02249,2,controller,5207检查好可以进跑道 跑道02左,5207检查好可以进跑道 跑道02左,callsign|runway,,1
utt_015629,dlg_02249,3,pilot,呃5207进跑道 跑道02左,呃5207进跑道 跑道02左,callsign|runway,,1
utt_015630,dlg_02249,4,pilot,呃5207请求起飞,呃5207请求起飞,callsign|runway,,1
utt_015631,dlg_02249,5,controller,好的5207检查好可以起飞 50度3-5米,好的5207检查好可以起飞 50度3-5米,callsign|runway,,1
utt_015632,dlg_02249,6,pilot,好的5207明白 可以起飞,好的5207明白 可以起飞,callsign|runway,,1
utt_015633,dlg_02249,7,controller,5207起飞后保持场高15报,5207起飞后保持场高15报,callsign|height|runway,,1
utt_015634,dlg_02249,8,pilot,5207保持场高15报,5207保持场高15报,callsign|height|runway,,1
utt_015635,dlg_02250,1,controller,4017上标准气压900 联系成都进近频率317.07,4017上标准气压900 联系成都进近频率317.07,callsign|frequency|qnh|runway,,1
utt_015636,dlg_02250,2,pilot,4017上标准气压900 联系频率317.07,4017上标准气压900 联系频率317.07,callsign|frequency|qnh|runway,,1
utt_015637,dlg_02250,3,pilot,成都进近4017叫,成都进近4017叫,callsign,,1
utt_015638,dlg_02250,4,controller,4017成都进近回答 工作情况,4017成都进近回答 工作情况,callsign,,1
utt_015639,dlg_02250,5,pilot,4017标高900 工作正常 预计进入时刻1034,4017标高900 工作正常 预计进入时刻1034,callsign|height,,1
utt_015640,dlg_02250,6,controller,4017保持标高900 飞越P322报,4017保持标高900 飞越P322报,callsign|height,,1
utt_015641,dlg_02250,7,pilot,4017明白 飞越P322报,4017明白 飞越P322报,callsign,,1
utt_015642,dlg_02251,1,controller,302上标准气压900 联系进近频率1900,302上标准气压900 联系进近频率1900,callsign|frequency,,1
utt_015643,dlg_02251,2,pilot,302上标准气压900 联系频率1900,302上标准气压900 联系频率1900,callsign|frequency,,1
utt_015644,dlg_02251,3,pilot,进近302叫,进近302叫,callsign,,1
utt_015645,dlg_02251,4,controller,啊302进近回答 工作情况,啊302进近回答 工作情况,callsign,,1
utt_015646,dlg_02251,5,pilot,302标高900 工作正常 预计进入时刻1011,302标高900 工作正常 预计进入时刻1011,callsign|height,,1
utt_015647,dlg_02251,6,controller,302保持标高900 飞越P283报,302保持标高900 飞越P283报,callsign|height,,1
utt_015648,dlg_02251,7,pilot,呃302明白 飞越P283报,呃302明白 飞越P283报,callsign,,1
utt_015649,dlg_02252,1,pilot,302请求进跑道,302请求进跑道,callsign|runway,,1
utt_015650,dlg_02252,2,controller,302检查好可以进跑道 跑道17号,302检查好可以进跑道 跑道17号,callsign|runway,,1
utt_015651,dlg_02252,3,pilot,302进跑道 跑道17号,302进跑道 跑道17号,callsign|runway,,1
utt_015652,dlg_02252,4,pilot,302请求起飞,302请求起飞,callsign,,1
utt_015653,dlg_02252,5,controller,啊302检查好可以起飞 北风5米每秒,啊302检查好可以起飞 北风5米每秒,callsign|wind,,1
utt_015654,dlg_02252,6,pilot,302明白 可以起飞,302明白 可以起飞,callsign,,1
utt_015655,dlg_02252,7,controller,好的302起飞后保持场高15报,好的302起飞后保持场高15报,callsign|height,,1
utt_015656,dlg_02252,8,pilot,啊302保持场高15报,啊302保持场高15报,callsign|height,,1
utt_015657,dlg_02253,1,pilot,8723发动机故障 请求紧急下降优先着陆,8723发动机故障 请求紧急下降优先着陆,callsign|height,,1
utt_015658,dlg_02253,2,controller,8723收到 保持航向317 下降高度900,8723收到 保持航向317 下降高度900,callsign|height|qnh,,1
utt_015659,dlg_02253,3,pilot,8723保持航向317 下降高度900,8723保持航向317 下降高度900,callsign|height|qnh,,1
utt_015660,dlg_02253,4,controller,啊8723检查速度 起落架放好报,啊8723检查速度 起落架放好报,callsign,,1
utt_015661,dlg_02253,5,pilot,8723起落架放好 请求着陆,8723起落架放好 请求着陆,callsign,,1
utt_015662,dlg_02253,6,controller,8723可以着陆 地面静风,8723可以着陆 地面静风,callsign|wind,,1
utt_015663,dlg_02254,1,pilot,302三转弯,302三转弯,callsign,,1
utt_015664,dlg_02254,2,controller,302三转弯报 收到,302三转弯报 收到,callsign,,1
utt_015665,dlg_02254,3,controller,302继续下降高度,302继续下降高度,callsign|height,,1
utt_015666,dlg_02254,4,pilot,302继续下降高度,302继续下降高度,callsign|height,,1
utt_015667,dlg_02254,5,controller,302起落架放好三转弯报,302起落架放好三转弯报,callsign,,1
utt_015668,dlg_02254,6,pilot,302明白 三转弯报,302明白 三转弯报,callsign,,1
utt_015669,dlg_02255,1,pilot,0017二转弯,0017二转弯,callsign,,1
utt_015670,dlg_02255,2,controller,0017二转弯报 收到,0017二转弯报 收到,callsign,,1
utt_015671,dlg_02255,3,controller,0017继续下降高度,0017继续下降高度,callsign|height,,1
utt_015672,dlg_02255,4,pilot,0017继续下降高度,0017继续下降高度,callsign|height,,1
utt_015673,dlg_02255,5,controller,呃0017起落架放好远台侧方报,呃0017起落架放好远台侧方报,callsign,,1
utt_015674,dlg_02255,6,pilot,0017明白 远台侧方报,0017明白 远台侧方报,callsign,,1
utt_015675,dlg_02256,1,pilot,8723请求着陆条件,8723请求着陆条件,callsign,,1
utt_015676,dlg_02256,2,controller,啊8723着陆条件抄收 本场场压317 跑道02左 能见度大于10公里 云高128米 30度2-6米每秒,啊8723着陆条件抄收 本场场压317 跑道02左 能见度大于10公里 云高128米 30度2-6米每秒,callsign|height|qnh|runway|wind|weather,,1
utt_015677,dlg_02256,3,pilot,8723明白 场压317 跑道02左,8723明白 场压317 跑道02左,callsign|qnh|runway,,1
utt_015678,dlg_02256,4,pilot,8723请求下降高度,8723请求下降高度,callsign|height,,1
utt_015679,dlg_02256,5,controller,呃8723可以下降到标高900报,呃8723可以下降到标高900报,callsign|height,,1
utt_015680,dlg_02256,6,pilot,8723下降到标高900报,8723下降到标高900报,callsign|height,,1
utt_015681,dlg_02257,1,pilot,6103发动机故障 请求紧急下降优先着陆,6103发动机故障 请求紧急下降优先着陆,callsign|height,,1
utt_015682,dlg_02257,2,controller,6103收到 保持航向195 下降高度600,6103收到 保持航向195 下降高度600,callsign|height,,1
utt_015683,dlg_02257,3,pilot,6103保持航向195 下降高度600,6103保持航向195 下降高度600,callsign|height,,1
utt_015684,dlg_02257,4,controller,6103检查速度 起落架放好报,6103检查速度 起落架放好报,callsign,,1
utt_015685,dlg_02257,5,pilot,6103起落架放好 请求着陆,6103起落架放好 请求着陆,callsign,,1
utt_015686,dlg_02257,6,controller,6103可以着陆 地面静风,6103可以着陆 地面静风,callsign|wind,,1
utt_015687,dlg_02258,1,pilot,进近4151叫,进近4151叫,callsign,,1
utt_015688,dlg_02258,2,controller,4151进近收到声音好,4151进近收到声音好,callsign,,1
utt_015689,dlg_02258,3,pilot,啊4151请求开车,啊4151请求开车,callsign,,1
utt_015690,dlg_02258,4,controller,4151检查好可以开车 场压317 应答机4017,4151检查好可以开车 场压317 应答机4017,callsign|qnh,,1
utt_015691,dlg_02258,5,pilot,4151明白 场压317 应答机4017,4151明白 场压317 应答机4017,callsign|qnh,,1
utt_015692,dlg_02258,6,pilot,4151请求滑出,4151请求滑出,callsign,,1
utt_015693,dlg_02258,7,controller,呃4151可以滑出 滑行注意观察,呃4151可以滑出 滑行注意观察,callsign,,1
utt_015694,dlg_02258,8,pilot,4151明白,4151明白,callsign,,1
utt_015695,dlg_02259,1,pilot,303请求着陆条件,303请求着陆条件,callsign,,1
utt_015696,dlg_02259,2,controller,303着陆条件抄收 本场场压317 跑道15号 能见度大于10公里 云顶3600 30度2-6米每秒,303着陆条件抄收 本场场压317 跑道15号 能见度大于10公里 云顶3600 30度2-6米每秒,callsign|qnh|runway|wind|weather,,1
utt_015697,dlg_02259,3,pilot,好的303明白 场压317 跑道15号,好的303明白 场压317 跑道15号,callsign|qnh|runway,,1
utt_015698,dlg_02259,4,pilot,好的303请求下降高度,好的303请求下降高度,callsign|height,,1
utt_015699,dlg_02259,5,controller,好的303可以下降到标高700报,好的303可以下降到标高700报,callsign|height,,1
utt_015700,dlg_02259,6,pilot,303下降到标高700报,303下降到标高700报,callsign|height,,1
utt_015701,dlg_02260,1,pilot,5207请求进跑道,5207请求进跑道,callsign|runway,,1
utt_015702,dlg_02260,2,controller,5207检查好可以进跑道 跑道02左,5207检查好可以进跑道 跑道02左,callsign|runway,,1
utt_015703,dlg_02260,3,pilot,5207进跑道 跑道02左,5207进跑道 跑道02左,callsign|runway,,1
utt_015704,dlg_02260,4,pilot,5207请求起飞,5207请求起飞,callsign|runway,,1
utt_015705,dlg_02260,5,controller,呃5207检查好可以起飞 东风6-8米,呃5207检查好可以起飞 东风6-8米,callsign|runway|wind,,1
utt_015706,dlg_02260,6,pilot,5207明白 可以起飞,5207明白 可以起飞,callsign|runway,,1
utt_015707,dlg_02260,7,controller,5207起飞后保持场高700报,5207起飞后保持场高700报,callsign|height|runway,,1
